video_id,community,video_bias,participation,betweenness,degree,bridge_score
HPnjawQRU3M,1,Lean Right,0.4439540593957444,0.00014954162689862806,10187,1.353628140114656
HkXRV1gEOEc,1,Lean Right,0.42592984137667744,2.9870631341705783e-05,9975,-0.5707774795353048
IocsA6P8AYg,1,Lean Right,0.5451890902873988,7.481906575833816e-05,6917,0.858577623207361
KIiwoMLqu70,1,Right,0.6665198213522568,5.336686290335199e-07,1140,0.4963650479381443
O0baE_CtU08,3,Left,0.6683811225682375,2.406848183536042e-05,2086,0.8642503210246033
Qi7EuriJkKU,3,Center,0.643742678023429,6.718545381620545e-05,7983,1.3620618907274307
RV-ySGVRoFI,3,Center,0.4882079708627216,2.5749815827392127e-06,1426,-0.5927209681600335
SxQ6CragyF4,1,Lean Right,0.30394640366384174,1.6537448371708764e-05,6335,-1.5387531621588633
USzSt301fY8,1,Lean Right,0.2828335078120944,3.46623921349729e-06,6608,-1.8691937221469797
U_nmsDfBe04,1,Lean Right,0.3170896882486143,2.8114346978789216e-05,7808,-1.2809859874010396
VgHgCIYRoHs,1,Lean Right,0.5086476281599276,6.946762861588106e-05,8082,0.5480669910090508
WEhkFAM6uUA,3,Center,0.6443492647335602,0.00011678888047534423,3235,2.1166091984782733
Yy4fU9MT7MM,3,Center,0.6898159375773436,0.00013751177240206342,4293,2.715822987445571
ZRGJScmIRYM,1,Lean Right,0.4747789573821478,6.831666090790348e-05,4615,0.31791743541218875
_2bnhwUaJZk,1,Lean Right,0.38129598441737367,2.0643659499859704e-05,7621,-0.9907720248868905
_oIobOMTMOU,1,Lean Right,0.24420344316589582,3.984861743974664e-05,5221,-1.5611904871524902
aEETToZF_Q8,1,Lean Right,0.37656620435774035,4.071983062721052e-05,5659,-0.716631298582693
aXbwttL_e6U,1,Lean Right,0.4733889201387055,8.918618261652731e-05,9000,0.6250423560041505
aipgqf-2F5Y,1,Lean Right,0.2841781405891912,2.4582702150444564e-06,4686,-1.8760034492134847
e2GLtHTLTGU,1,Lean Right,0.4551385756194919,7.841937753460606e-05,9803,0.3474582131405671
hJgHwHJLzZA,1,Lean Right,0.3516916056682875,5.670116478297238e-05,7655,-0.6309951311435025
hJnop3sJas0,1,Lean Right,0.3157733690188892,6.635433826484442e-05,4897,-0.7104996761347162
hSfFtFrT5_E,1,Lean Right,0.43865344664529393,3.93833022122512e-06,6357,-0.883340088074235
hbWvIwKpn6c,1,Lean Right,0.5238330379022069,0.00015996361881043594,10914,2.0130844832951267
hktouxITRr8,1,Lean Right,0.2823065020658442,2.1418487511651705e-05,7667,-1.6008003939722548
hpKChE3jHNs,1,Lean Right,0.5144655836427106,8.084227604324818e-05,7944,0.7567625757507969
jY2LjOLqGn8,3,Center,0.40377658993930277,6.32887761552791e-06,1604,-1.0662220042249038
kfWRDWYvMjo,3,Center,0.7126234026064246,0.00012938490204658429,8499,2.736078746389799
l_Z0xx_zS0M,1,Lean Right,0.34200633399009794,1.3335908091748678e-05,5834,-1.348152492037261
lpq3YwUWnoQ,1,Right,0.5718426402962755,0.00017634497701669893,8630,2.5625622811802877
m9BiTV9vvZ4,1,Lean Right,0.4018157830820168,1.3072746011213627e-05,8034,-0.9764708622000053
nr7A8vc29OM,1,Lean Right,0.4106591412993016,5.9180619025711644e-05,5911,-0.22309266391808003
ohGscSq0h0k,1,Lean Right,0.12764599734129933,6.642007599013715e-07,2617,-2.886338318578544
qabHSq2fL0c,1,Lean Right,0.37931924483536883,6.127096962109858e-05,6516,-0.38830226581022775
qdiwTDKByLs,3,Center,0.6023020422522123,0.0002569869277897221,4607,3.97437727872925
v5h1jhMv-2I,3,Center,0.6977223780044661,0.00012111210050839894,4912,2.517277973034286
xb6uhDtijoA,1,Lean Right,0.5174885075618574,5.148908573430895e-05,7118,0.33149533247556656
yh963UyAyrM,1,Lean Right,0.345318384735668,1.2583754352402251e-05,7121,-1.3387331117843806
yhbkUKis7Ek,3,Center,0.71181683559377,0.00021719842637155684,9180,4.0600517121279305
wby0VMdfAOo,3,Center,0.41678870583375494,1.853648817790851e-05,1035,-0.7997330116144797
-JpCqStOG0E,1,Lean Right,0.4818113716939718,2.739513457087461e-05,10065,-0.2572504137543219
1MVyIl2pB40,1,Lean Right,0.34041763054265484,3.994788272916559e-05,6677,-0.9553645935598489
8ClZ42sZ3kc,1,Lean Right,0.27036127872801974,1.7893270334470246e-05,4256,-1.7291820307526597
PnF3uNTHl6g,1,Lean Right,0.4343748623384929,3.7539435650701976e-05,7989,-0.4016683839735876
RvippVufK5M,3,Center,0.7148089171913051,3.404727026027026e-05,7169,1.3068912145386637
YDXeoT7gTog,1,Lean Right,0.31456105053030003,6.757137998851188e-06,5015,-1.6201052392188267
cscPKGHwIjw,1,Lean Right,0.506388185627184,3.28985657621293e-05,8656,-0.019589615747961454
hj2VgYJr7FE,1,Lean Right,0.4941783700075977,3.8829822917570774e-05,8500,-0.006511433080069306
jpeue1VmqlQ,1,Lean Right,0.371157590173684,1.78110515894101e-05,6065,-1.0973224322848667
lF8ARkDBp7Y,1,Lean Right,0.445787525361948,1.0559980057420796e-05,8037,-0.7383135114951046
oe7FywGcAVc,1,Lean Right,0.27174075842855927,1.677531304749876e-05,6671,-1.7374375328637686
y67foeqaFLc,1,Lean Right,0.5096189048220046,3.4626005252713605e-05,9846,0.026847035818815514
